"Series Key",EBA.SE-ALL.D.H,"Series Key",EBA.TVA-ALL.D.H
"Series Name","Demand for Southeast (region), hourly - UTC time","Series Name","Demand for Tennessee Valley Authority (TVA), hourly - UTC time"
Units,megawatthours,Units,megawatthours
Frequency,H,Frequency,H
"Start Date",20150701T06Z,"Start Date",20150701T06Z
"End Date",20211012T11Z,"End Date",20211012T11Z
Source,,Source,

20210917T20Z,32781,20210917T20Z,21618
20210917T19Z,32460,20210917T19Z,21360
20210917T18Z,31718,20210917T18Z,20996
20210917T17Z,30851,20210917T17Z,20474
20210917T16Z,29848,20210917T16Z,19791
20210917T15Z,28702,20210917T15Z,19036
20210917T14Z,27649,20210917T14Z,18235
20210917T13Z,26788,20210917T13Z,17595
20210917T12Z,26249,20210917T12Z,17057
20210917T11Z,25207,20210917T11Z,16058
20210917T10Z,23754,20210917T10Z,15025
20210917T09Z,23702,20210917T09Z,14714
20210917T08Z,23540,20210917T08Z,14870
20210917T07Z,23623,20210917T07Z,15372
20210917T06Z,24218,20210917T06Z,15957
20210917T05Z,24912,20210917T05Z,16821
20210917T04Z,26227,20210917T04Z,18222
20210917T03Z,28080,20210917T03Z,19664
20210917T02Z,29743,20210917T02Z,20945
20210917T01Z,30612,20210917T01Z,21772
20210917T00Z,30491,20210917T00Z,22009
20210916T23Z,30688,20210916T23Z,22737
20210916T22Z,31003,20210916T22Z,23210
20210916T21Z,30925,20210916T21Z,22836
20210916T20Z,30632,20210916T20Z,22744
20210916T19Z,30183,20210916T19Z,22384
20210916T18Z,29777,20210916T18Z,21699
20210916T17Z,29208,20210916T17Z,20700
20210916T16Z,28602,20210916T16Z,19524
20210916T15Z,27857,20210916T15Z,18725
20210916T14Z,27039,20210916T14Z,17906
20210916T13Z,26520,20210916T13Z,17147
20210916T12Z,25844,20210916T12Z,16609
20210916T11Z,24489,20210916T11Z,15468
20210916T10Z,23377,20210916T10Z,14588
20210916T09Z,22652,20210916T09Z,14277
20210916T08Z,22540,20210916T08Z,14364
20210916T07Z,22898,20210916T07Z,14778
20210916T06Z,23366,20210916T06Z,15371
20210916T05Z,24209,20210916T05Z,16287
20210916T04Z,25397,20210916T04Z,17481
20210916T03Z,27058,20210916T03Z,18820
20210916T02Z,28725,20210916T02Z,20173
20210916T01Z,29595,20210916T01Z,20945
20210916T00Z,29573,20210916T00Z,21124
20210915T23Z,29532,20210915T23Z,21570
20210915T22Z,29981,20210915T22Z,21739
20210915T21Z,30320,20210915T21Z,21681
20210915T20Z,30557,20210915T20Z,21574
20210915T19Z,30971,20210915T19Z,21419
20210915T18Z,31050,20210915T18Z,20948
20210915T17Z,30642,20210915T17Z,20479
20210915T16Z,29776,20210915T16Z,19898
20210915T15Z,28595,20210915T15Z,19088
20210915T14Z,27452,20210915T14Z,18363
20210915T13Z,26484,20210915T13Z,17749
20210915T12Z,25903,20210915T12Z,17277
20210915T11Z,25099,20210915T11Z,16215
20210915T10Z,24128,20210915T10Z,15363
20210915T09Z,23523,20210915T09Z,15250
20210915T08Z,24107,20210915T08Z,15289
20210915T07Z,24379,20210915T07Z,15793
20210915T06Z,25193,20210915T06Z,16520
20210915T05Z,26055,20210915T05Z,17434
20210915T04Z,27840,20210915T04Z,18724
20210915T03Z,30159,20210915T03Z,20259
20210915T02Z,32486,20210915T02Z,21649
20210915T01Z,33893,20210915T01Z,22695
20210915T00Z,34547,20210915T00Z,22982
20210914T23Z,35652,20210914T23Z,23978
20210914T22Z,36767,20210914T22Z,24755
20210914T21Z,37115,20210914T21Z,24982
20210914T20Z,36912,20210914T20Z,25037
20210914T19Z,36208,20210914T19Z,24633
20210914T18Z,34971,20210914T18Z,24179
20210914T17Z,33298,20210914T17Z,22823
20210914T16Z,31413,20210914T16Z,21404
20210914T15Z,29343,20210914T15Z,20007
20210914T14Z,27499,20210914T14Z,18657
20210914T13Z,26154,20210914T13Z,17812
20210914T12Z,25599,20210914T12Z,17266
20210914T11Z,25148,20210914T11Z,16213
20210914T10Z,23998,20210914T10Z,15349
20210914T09Z,23433,20210914T09Z,15150
20210914T08Z,23589,20210914T08Z,15505
20210914T07Z,24106,20210914T07Z,16100
20210914T06Z,24578,20210914T06Z,16742
20210914T05Z,25453,20210914T05Z,17774
20210914T04Z,27663,20210914T04Z,19352
20210914T03Z,30107,20210914T03Z,21073
20210914T02Z,32616,20210914T02Z,22852
20210914T01Z,34624,20210914T01Z,24067
20210914T00Z,35299,20210914T00Z,24726
20210913T23Z,36626,20210913T23Z,25822
20210913T22Z,37761,20210913T22Z,26314
20210913T21Z,38021,20210913T21Z,26257
20210913T20Z,37426,20210913T20Z,25916
20210913T19Z,36479,20210913T19Z,25237
20210913T18Z,34958,20210913T18Z,24354
20210913T17Z,33092,20210913T17Z,22927
20210913T16Z,30889,20210913T16Z,21367
20210913T15Z,28701,20210913T15Z,19535
20210913T14Z,27047,20210913T14Z,18038
20210913T13Z,25718,20210913T13Z,17227
20210913T12Z,25043,20210913T12Z,16661
20210913T11Z,24223,20210913T11Z,15604
20210913T10Z,22834,20210913T10Z,14661
20210913T09Z,22435,20210913T09Z,14352
20210913T08Z,22425,20210913T08Z,14374
20210913T07Z,22944,20210913T07Z,14711
20210913T06Z,23348,20210913T06Z,15313
20210913T05Z,24167,20210913T05Z,16243
20210913T04Z,25977,20210913T04Z,17443
20210913T03Z,28345,20210913T03Z,19045
20210913T02Z,30659,20210913T02Z,20568
20210913T01Z,32520,20210913T01Z,21822
20210913T00Z,33278,20210913T00Z,22460
20210912T23Z,34601,20210912T23Z,23369
20210912T22Z,35314,20210912T22Z,23746
20210912T21Z,35261,20210912T21Z,23573
20210912T20Z,34715,20210912T20Z,23017
20210912T19Z,33736,20210912T19Z,22113
20210912T18Z,32313,20210912T18Z,20806
20210912T17Z,30238,20210912T17Z,19399
20210912T16Z,27809,20210912T16Z,17761
20210912T15Z,25633,20210912T15Z,16410
20210912T14Z,23629,20210912T14Z,15094
20210912T13Z,22298,20210912T13Z,13803
20210912T12Z,21283,20210912T12Z,13387
20210912T11Z,21489,20210912T11Z,13165
20210912T10Z,21284,20210912T10Z,13124
20210912T09Z,21356,20210912T09Z,13241
20210912T08Z,21756,20210912T08Z,13501
20210912T07Z,22012,20210912T07Z,13972
20210912T06Z,22621,20210912T06Z,14583
20210912T05Z,23365,20210912T05Z,15359
20210912T04Z,25169,20210912T04Z,16500
20210912T03Z,27003,20210912T03Z,17679
20210912T02Z,28928,20210912T02Z,18778
20210912T01Z,30722,20210912T01Z,19887
20210912T00Z,31738,20210912T00Z,20476
20210911T23Z,33325,20210911T23Z,21493
20210911T22Z,34157,20210911T22Z,21938
20210911T21Z,34207,20210911T21Z,21861
20210911T20Z,33559,20210911T20Z,21170
20210911T19Z,32393,20210911T19Z,20225
20210911T18Z,30877,20210911T18Z,19178
20210911T17Z,29098,20210911T17Z,18054
20210911T16Z,26988,20210911T16Z,17015
20210911T15Z,24916,20210911T15Z,15827
20210911T14Z,23106,20210911T14Z,14873
20210911T13Z,21595,20210911T13Z,13906
20210911T12Z,20960,20210911T12Z,13431
20210911T11Z,20547,20210911T11Z,13224
20210911T10Z,20262,20210911T10Z,12696
20210911T09Z,20234,20210911T09Z,13068
20210911T08Z,20579,20210911T08Z,13296
20210911T07Z,21165,20210911T07Z,13639
20210911T06Z,21741,20210911T06Z,14350
20210911T05Z,22804,20210911T05Z,15156
20210911T04Z,24535,20210911T04Z,16258
20210911T03Z,26399,20210911T03Z,17491
20210911T02Z,28382,20210911T02Z,18570
20210911T01Z,30031,20210911T01Z,19570
20210911T00Z,31318,20210911T00Z,20337
20210910T23Z,33155,20210910T23Z,21507
20210910T22Z,34230,20210910T22Z,21958
20210910T21Z,34201,20210910T21Z,21786
20210910T20Z,33610,20210910T20Z,21314
20210910T19Z,32480,20210910T19Z,20563
20210910T18Z,30929,20210910T18Z,19912
20210910T17Z,29330,20210910T17Z,18971
20210910T16Z,27771,20210910T16Z,18002
20210910T15Z,26207,20210910T15Z,17143
20210910T14Z,24908,20210910T14Z,16358
20210910T13Z,23876,20210910T13Z,15599
20210910T12Z,23368,20210910T12Z,15196
20210910T11Z,22681,20210910T11Z,14431
20210910T10Z,21844,20210910T10Z,13600
20210910T09Z,21343,20210910T09Z,13362
20210910T08Z,21458,20210910T08Z,13449
20210910T07Z,21747,20210910T07Z,13737
20210910T06Z,22724,20210910T06Z,14299
20210910T05Z,23705,20210910T05Z,15099
20210910T04Z,25413,20210910T04Z,16315
20210910T03Z,27823,20210910T03Z,17938
20210910T02Z,30302,20210910T02Z,19306
20210910T01Z,32160,20210910T01Z,20232
20210910T00Z,33192,20210910T00Z,20762
20210909T23Z,34917,20210909T23Z,21875
20210909T22Z,36205,20210909T22Z,22252
20210909T21Z,36663,20210909T21Z,22152
20210909T20Z,36240,20210909T20Z,21846
20210909T19Z,35427,20210909T19Z,21379
20210909T18Z,34331,20210909T18Z,20817
20210909T17Z,32908,20210909T17Z,20007
20210909T16Z,31294,20210909T16Z,19103
20210909T15Z,29489,20210909T15Z,17997
20210909T14Z,27939,20210909T14Z,17161
20210909T13Z,26857,20210909T13Z,16405
20210909T12Z,26680,20210909T12Z,16045
20210909T11Z,25725,20210909T11Z,15234
20210909T10Z,24724,20210909T10Z,14414
20210909T09Z,24111,20210909T09Z,14300
20210909T08Z,24266,20210909T08Z,14493
20210909T07Z,24524,20210909T07Z,14950
20210909T06Z,25133,20210909T06Z,15598
20210909T05Z,25916,20210909T05Z,16634
20210909T04Z,27414,20210909T04Z,17932
20210909T03Z,29648,20210909T03Z,19608
20210909T02Z,31786,20210909T02Z,21144
20210909T01Z,33286,20210909T01Z,22146
20210909T00Z,33808,20210909T00Z,22763
20210908T23Z,34839,20210908T23Z,23599
20210908T22Z,35795,20210908T22Z,24206
20210908T21Z,36345,20210908T21Z,24349
20210908T20Z,36388,20210908T20Z,24134
20210908T19Z,36018,20210908T19Z,23993
20210908T18Z,35058,20210908T18Z,23391
20210908T17Z,33577,20210908T17Z,22133
20210908T16Z,32004,20210908T16Z,20947
20210908T15Z,30340,20210908T15Z,19538
20210908T14Z,28650,20210908T14Z,18277
20210908T13Z,27587,20210908T13Z,17338
20210908T12Z,26940,20210908T12Z,16738
20210908T11Z,26286,20210908T11Z,15745
20210908T10Z,25315,20210908T10Z,14929
20210908T09Z,24808,20210908T09Z,14734
20210908T08Z,24891,20210908T08Z,14918
20210908T07Z,25243,20210908T07Z,15304
20210908T06Z,26109,20210908T06Z,16076
20210908T05Z,27064,20210908T05Z,17036
20210908T04Z,29186,20210908T04Z,18493
20210908T03Z,31603,20210908T03Z,20236
20210908T02Z,34014,20210908T02Z,21883
20210908T01Z,35718,20210908T01Z,23085
20210908T00Z,36345,20210908T00Z,23786
20210907T23Z,37493,20210907T23Z,24886
20210907T22Z,38261,20210907T22Z,25239
20210907T21Z,38584,20210907T21Z,24880
20210907T20Z,38620,20210907T20Z,24247
20210907T19Z,38211,20210907T19Z,23319
20210907T18Z,36891,20210907T18Z,21959
20210907T17Z,34784,20210907T17Z,20435
20210907T16Z,32457,20210907T16Z,19149
20210907T15Z,30155,20210907T15Z,17842
20210907T14Z,28280,20210907T14Z,16688
20210907T13Z,26823,20210907T13Z,15975
20210907T12Z,26080,20210907T12Z,15285
20210907T11Z,25297,20210907T11Z,14364
20210907T10Z,23965,20210907T10Z,13449
20210907T09Z,23306,20210907T09Z,13133
20210907T08Z,23358,20210907T08Z,13130
20210907T07Z,23500,20210907T07Z,13575
20210907T06Z,24519,20210907T06Z,14214
20210907T05Z,25496,20210907T05Z,15099
20210907T04Z,27167,20210907T04Z,16374
20210907T03Z,29557,20210907T03Z,17887
20210907T02Z,31869,20210907T02Z,19372
20210907T01Z,33411,20210907T01Z,20610
20210907T00Z,34055,20210907T00Z,21510
20210906T23Z,35200,20210906T23Z,22647
20210906T22Z,35817,20210906T22Z,22908
20210906T21Z,35902,20210906T21Z,22703
20210906T20Z,35809,20210906T20Z,22122
20210906T19Z,35431,20210906T19Z,21383
20210906T18Z,34215,20210906T18Z,20524
20210906T17Z,32639,20210906T17Z,19467
20210906T16Z,30491,20210906T16Z,18188
20210906T15Z,27964,20210906T15Z,16697
20210906T14Z,25318,20210906T14Z,15145
20210906T13Z,23941,20210906T13Z,14161
20210906T12Z,23242,20210906T12Z,13710
20210906T11Z,23410,20210906T11Z,13677
20210906T10Z,23129,20210906T10Z,13549
20210906T09Z,22960,20210906T09Z,13616
20210906T08Z,22990,20210906T08Z,13778
20210906T07Z,23502,20210906T07Z,14179
20210906T06Z,24089,20210906T06Z,14807
20210906T05Z,25240,20210906T05Z,15739
20210906T04Z,27032,20210906T04Z,16769
20210906T03Z,29002,20210906T03Z,17708
20210906T02Z,31062,20210906T02Z,18988
20210906T01Z,32727,20210906T01Z,19504
20210906T00Z,33890,20210906T00Z,19744
20210905T23Z,35608,20210905T23Z,20321
20210905T22Z,36235,20210905T22Z,20299
20210905T21Z,36043,20210905T21Z,19993
20210905T20Z,35234,20210905T20Z,19944
20210905T19Z,34036,20210905T19Z,19782
20210905T18Z,32373,20210905T18Z,19251
20210905T17Z,30209,20210905T17Z,18492
20210905T16Z,27978,20210905T16Z,17562
20210905T15Z,25529,20210905T15Z,16595
20210905T14Z,23170,20210905T14Z,15438
20210905T13Z,21778,20210905T13Z,14426
20210905T12Z,20839,20210905T12Z,13794
20210905T11Z,21097,20210905T11Z,13734
20210905T10Z,20960,20210905T10Z,13597
20210905T09Z,21136,20210905T09Z,13772
20210905T08Z,21521,20210905T08Z,14023
20210905T07Z,21566,20210905T07Z,14518
20210905T06Z,22468,20210905T06Z,15222
20210905T05Z,23557,20210905T05Z,16246
20210905T04Z,25412,20210905T04Z,17457
20210905T03Z,27211,20210905T03Z,18751
20210905T02Z,29200,20210905T02Z,20036
20210905T01Z,30903,20210905T01Z,21129
20210905T00Z,32202,20210905T00Z,22063
20210904T23Z,33992,20210904T23Z,23255
20210904T22Z,35016,20210904T22Z,23648
20210904T21Z,35053,20210904T21Z,23526
20210904T20Z,34419,20210904T20Z,22945
20210904T19Z,33294,20210904T19Z,22238
20210904T18Z,31649,20210904T18Z,21096
20210904T17Z,29699,20210904T17Z,19887
20210904T16Z,27593,20210904T16Z,18488
20210904T15Z,25415,20210904T15Z,17025
20210904T14Z,23319,20210904T14Z,15654
20210904T13Z,21732,20210904T13Z,14379
20210904T12Z,21187,20210904T12Z,13656
20210904T11Z,21470,20210904T11Z,13637
20210904T10Z,21312,20210904T10Z,13518
20210904T09Z,21443,20210904T09Z,13635
20210904T08Z,21862,20210904T08Z,13959
20210904T07Z,22205,20210904T07Z,14433
20210904T06Z,23101,20210904T06Z,15177
20210904T05Z,24070,20210904T05Z,16225
20210904T04Z,26004,20210904T04Z,17427
20210904T03Z,27999,20210904T03Z,18739
20210904T02Z,30045,20210904T02Z,20094
20210904T01Z,31791,20210904T01Z,21062
20210904T00Z,33129,20210904T00Z,21975
20210903T23Z,35154,20210903T23Z,23284
20210903T22Z,36314,20210903T22Z,23863
20210903T21Z,36480,20210903T21Z,23822
20210903T20Z,36319,20210903T20Z,23203
20210903T19Z,35600,20210903T19Z,22381
20210903T18Z,34353,20210903T18Z,21245
20210903T17Z,32611,20210903T17Z,20016
20210903T16Z,30887,20210903T16Z,18788
20210903T15Z,28833,20210903T15Z,17762
20210903T14Z,26920,20210903T14Z,16957
20210903T13Z,25491,20210903T13Z,16037
20210903T12Z,24671,20210903T12Z,15436
20210903T11Z,24230,20210903T11Z,14816
20210903T10Z,23324,20210903T10Z,14123
20210903T09Z,23211,20210903T09Z,13973
20210903T08Z,23494,20210903T08Z,14150
20210903T07Z,24191,20210903T07Z,14610
20210903T06Z,25384,20210903T06Z,15246
20210903T05Z,26238,20210903T05Z,16184
20210903T04Z,28113,20210903T04Z,17622
20210903T03Z,30733,20210903T03Z,19234
20210903T02Z,33286,20210903T02Z,20744
20210903T01Z,35176,20210903T01Z,21821
20210903T00Z,36491,20210903T00Z,22831
20210902T23Z,38030,20210902T23Z,23928
20210902T22Z,39160,20210902T22Z,24372
20210902T21Z,39386,20210902T21Z,24280
20210902T20Z,38806,20210902T20Z,23793
20210902T19Z,37713,20210902T19Z,23044
20210902T18Z,36188,20210902T18Z,22210
20210902T17Z,34260,20210902T17Z,21223
20210902T16Z,32093,20210902T16Z,20222
20210902T15Z,29967,20210902T15Z,18985
20210902T14Z,28012,20210902T14Z,17860
20210902T13Z,26407,20210902T13Z,16809
20210902T12Z,25937,20210902T12Z,16228
20210902T11Z,25261,20210902T11Z,15434
20210902T10Z,24033,20210902T10Z,14634
20210902T09Z,23556,20210902T09Z,14517
20210902T08Z,23790,20210902T08Z,14777
20210902T07Z,24501,20210902T07Z,15317
20210902T06Z,25724,20210902T06Z,15964
20210902T05Z,26745,20210902T05Z,17056
20210902T04Z,28534,20210902T04Z,18531
20210902T03Z,31042,20210902T03Z,20143
20210902T02Z,33581,20210902T02Z,21606
20210902T01Z,35359,20210902T01Z,22502
20210902T00Z,36428,20210902T00Z,23241
20210901T23Z,38057,20210901T23Z,23992
20210901T22Z,39109,20210901T22Z,24310
20210901T21Z,39543,20210901T21Z,24412
20210901T20Z,39468,20210901T20Z,24113
20210901T19Z,38801,20210901T19Z,23564
20210901T18Z,37435,20210901T18Z,22752
20210901T17Z,35569,20210901T17Z,21575
20210901T16Z,33592,20210901T16Z,20294
20210901T15Z,31189,20210901T15Z,19267
20210901T14Z,29197,20210901T14Z,18402
20210901T13Z,27608,20210901T13Z,17570
20210901T12Z,27110,20210901T12Z,17023
20210901T11Z,26055,20210901T11Z,16170
20210901T10Z,25068,20210901T10Z,15447
20210901T09Z,24728,20210901T09Z,15279
20210901T08Z,24489,20210901T08Z,15379
20210901T07Z,25032,20210901T07Z,15671
20210901T06Z,25880,20210901T06Z,16229
20210901T05Z,27038,20210901T05Z,17159
20210901T04Z,28303,20210901T04Z,18269
20210901T03Z,30023,20210901T03Z,19375
20210901T02Z,31714,20210901T02Z,20477
20210901T01Z,32731,20210901T01Z,21078
20210901T00Z,32706,20210901T00Z,21336
20210831T23Z,33214,20210831T23Z,21550
20210831T22Z,33368,20210831T22Z,21435
20210831T21Z,33474,20210831T21Z,21094
20210831T20Z,33583,20210831T20Z,20720
20210831T19Z,33498,20210831T19Z,20511
20210831T18Z,33243,20210831T18Z,20326
20210831T17Z,32602,20210831T17Z,19966
20210831T16Z,31769,20210831T16Z,19576
20210831T15Z,30967,20210831T15Z,19122
20210831T14Z,29748,20210831T14Z,18663
20210831T13Z,28656,20210831T13Z,18213
20210831T12Z,27918,20210831T12Z,17709
20210831T11Z,27264,20210831T11Z,16771
20210831T10Z,25855,20210831T10Z,15844
20210831T09Z,25425,20210831T09Z,15542
20210831T08Z,25462,20210831T08Z,15705
20210831T07Z,25640,20210831T07Z,16052
20210831T06Z,26283,20210831T06Z,16598
20210831T05Z,26975,20210831T05Z,17309
20210831T04Z,28317,20210831T04Z,18576
20210831T03Z,30366,20210831T03Z,19705
20210831T02Z,32451,20210831T02Z,20672
20210831T01Z,33653,20210831T01Z,21538
20210831T00Z,34221,20210831T00Z,21739
20210830T23Z,35087,20210830T23Z,22464
20210830T22Z,35945,20210830T22Z,23127
20210830T21Z,36830,20210830T21Z,23727
20210830T20Z,37569,20210830T20Z,23959
20210830T19Z,37733,20210830T19Z,24018
20210830T18Z,37057,20210830T18Z,23652
20210830T17Z,35665,20210830T17Z,22978
20210830T16Z,33813,20210830T16Z,22036
20210830T15Z,31525,20210830T15Z,21019
20210830T14Z,29638,20210830T14Z,20014
20210830T13Z,28441,20210830T13Z,19328
20210830T12Z,27652,20210830T12Z,18688
20210830T11Z,26669,20210830T11Z,17634
20210830T10Z,25108,20210830T10Z,16799
20210830T09Z,24347,20210830T09Z,16609
20210830T08Z,24413,20210830T08Z,16771
20210830T07Z,25383,20210830T07Z,17143
20210830T06Z,26056,20210830T06Z,17954
20210830T05Z,26724,20210830T05Z,19053
20210830T04Z,28577,20210830T04Z,20464
20210830T03Z,30718,20210830T03Z,22053
20210830T02Z,32792,20210830T02Z,23672
20210830T01Z,34173,20210830T01Z,24697
20210830T00Z,34774,20210830T00Z,25726
20210829T23Z,36012,20210829T23Z,27186
20210829T22Z,36923,20210829T22Z,27845
20210829T21Z,37224,20210829T21Z,27903
20210829T20Z,37111,20210829T20Z,27347
20210829T19Z,36655,20210829T19Z,26584
20210829T18Z,35522,20210829T18Z,25573
20210829T17Z,34028,20210829T17Z,24087
20210829T16Z,32153,20210829T16Z,22070
20210829T15Z,29935,20210829T15Z,20195
20210829T14Z,27692,20210829T14Z,18381
20210829T13Z,26080,20210829T13Z,16787
20210829T12Z,25091,20210829T12Z,15984
20210829T11Z,25062,20210829T11Z,15903
20210829T10Z,25019,20210829T10Z,15886
20210829T09Z,25281,20210829T09Z,16136
20210829T08Z,25683,20210829T08Z,16552
20210829T07Z,26043,20210829T07Z,17149
20210829T06Z,26994,20210829T06Z,18129
20210829T05Z,27836,20210829T05Z,19320
20210829T04Z,29749,20210829T04Z,20717
20210829T03Z,31763,20210829T03Z,22254
20210829T02Z,33716,20210829T02Z,23778
20210829T01Z,35171,20210829T01Z,24796
20210829T00Z,36414,20210829T00Z,26104
20210828T23Z,38048,20210828T23Z,27189
20210828T22Z,38923,20210828T22Z,27628
20210828T21Z,38927,20210828T21Z,27872
20210828T20Z,38399,20210828T20Z,27618
20210828T19Z,37560,20210828T19Z,27074
20210828T18Z,36440,20210828T18Z,26181
20210828T17Z,34990,20210828T17Z,24977
20210828T16Z,32972,20210828T16Z,23287
20210828T15Z,30473,20210828T15Z,21351
20210828T14Z,28086,20210828T14Z,19305
20210828T13Z,26502,20210828T13Z,17347
20210828T12Z,25488,20210828T12Z,16551
20210828T11Z,25014,20210828T11Z,16389
20210828T10Z,24708,20210828T10Z,16332
20210828T09Z,24798,20210828T09Z,16653
20210828T08Z,25261,20210828T08Z,17080
20210828T07Z,25998,20210828T07Z,17817
20210828T06Z,26666,20210828T06Z,18734
20210828T05Z,27860,20210828T05Z,20222
20210828T04Z,29854,20210828T04Z,21569
20210828T03Z,31897,20210828T03Z,23123
20210828T02Z,34184,20210828T02Z,24788
20210828T01Z,35693,20210828T01Z,25904
20210828T00Z,37225,20210828T00Z,27150
20210827T23Z,39223,20210827T23Z,28393
20210827T22Z,40733,20210827T22Z,29045
20210827T21Z,41101,20210827T21Z,29024
20210827T20Z,41053,20210827T20Z,28702
20210827T19Z,40281,20210827T19Z,28180
20210827T18Z,39095,20210827T18Z,27394
20210827T17Z,37420,20210827T17Z,26246
20210827T16Z,35393,20210827T16Z,24771
20210827T15Z,33152,20210827T15Z,23111
20210827T14Z,30821,20210827T14Z,21264
20210827T13Z,28752,20210827T13Z,19755
20210827T12Z,28054,20210827T12Z,18762
20210827T11Z,27670,20210827T11Z,17986
20210827T10Z,26352,20210827T10Z,17216
20210827T09Z,25844,20210827T09Z,17138
20210827T08Z,26164,20210827T08Z,17591
20210827T07Z,26899,20210827T07Z,18242
20210827T06Z,27674,20210827T06Z,19214
20210827T05Z,28768,20210827T05Z,20499
20210827T04Z,31043,20210827T04Z,22026
20210827T03Z,33873,20210827T03Z,23868
20210827T02Z,36600,20210827T02Z,25667
20210827T01Z,38467,20210827T01Z,26737
20210827T00Z,39717,20210827T00Z,27646
20210826T23Z,41439,20210826T23Z,28850
20210826T22Z,42430,20210826T22Z,29602
20210826T21Z,42517,20210826T21Z,29817
20210826T20Z,41874,20210826T20Z,29775
20210826T19Z,40741,20210826T19Z,29329
20210826T18Z,38987,20210826T18Z,28624
20210826T17Z,36680,20210826T17Z,27090
20210826T16Z,34277,20210826T16Z,25170
20210826T15Z,31978,20210826T15Z,23059
20210826T14Z,30004,20210826T14Z,21330
20210826T13Z,28332,20210826T13Z,19759
20210826T12Z,27661,20210826T12Z,18993
20210826T11Z,27406,20210826T11Z,18175
20210826T10Z,26174,20210826T10Z,17411
20210826T09Z,25875,20210826T09Z,17317
20210826T08Z,26028,20210826T08Z,17742
20210826T07Z,26811,20210826T07Z,18374
20210826T06Z,27658,20210826T06Z,19300
20210826T05Z,28793,20210826T05Z,20583
20210826T04Z,30580,20210826T04Z,22111
20210826T03Z,33232,20210826T03Z,24229
20210826T02Z,35879,20210826T02Z,26051
20210826T01Z,37801,20210826T01Z,27266
20210826T00Z,39174,20210826T00Z,27980
20210825T23Z,40912,20210825T23Z,28747
20210825T22Z,42464,20210825T22Z,29314
20210825T21Z,43278,20210825T21Z,29526
20210825T20Z,43379,20210825T20Z,29451
20210825T19Z,43023,20210825T19Z,29421
20210825T18Z,42137,20210825T18Z,28789
20210825T17Z,40522,20210825T17Z,27317
20210825T16Z,37889,20210825T16Z,25382
20210825T15Z,34804,20210825T15Z,23235
20210825T14Z,31833,20210825T14Z,21136
20210825T13Z,29607,20210825T13Z,19674
20210825T12Z,28696,20210825T12Z,18722
20210825T11Z,28476,20210825T11Z,17931
20210825T10Z,27414,20210825T10Z,17177
20210825T09Z,27162,20210825T09Z,17162
20210825T08Z,27516,20210825T08Z,17500
20210825T07Z,28025,20210825T07Z,18187
20210825T06Z,29275,20210825T06Z,19074
20210825T05Z,30300,20210825T05Z,20498
20210825T04Z,32596,20210825T04Z,22333
20210825T03Z,35307,20210825T03Z,24434
20210825T02Z,38249,20210825T02Z,26302
20210825T01Z,40168,20210825T01Z,27608
20210825T00Z,41390,20210825T00Z,28764
20210824T23Z,42664,20210824T23Z,29700
20210824T22Z,43567,20210824T22Z,30125
20210824T21Z,43913,20210824T21Z,30047
20210824T20Z,43811,20210824T20Z,29800
20210824T19Z,43198,20210824T19Z,29104
20210824T18Z,42074,20210824T18Z,28128
20210824T17Z,40115,20210824T17Z,26604
20210824T16Z,37498,20210824T16Z,24787
20210824T15Z,34427,20210824T15Z,22747
20210824T14Z,31429,20210824T14Z,20659
20210824T13Z,29272,20210824T13Z,19154
